id,comuna,barrio,tipo_negocio,categoria,cantidad_actual,fecha_recoleccion
1047,13,El Salado,tiendas,retail,64,2026-03
1048,13,El Salado,supermercados,retail,118,2026-03
1049,13,El Salado,charcuterias,alimentos,108,2026-03
1050,13,El Salado,licoreras,retail,36,2026-03
1051,13,El Salado,veterinarias,servicios,103,2026-03
1052,13,El Salado,peluquerias,servicios,99,2026-03
1053,13,El Salado,droguerias,servicios,27,2026-03
1054,13,El Salado,cacharrerias,retail,66,2026-03
1055,13,El Salado,panaderias,alimentos,80,2026-03
1056,13,El Salado,ferreterias,retail,17,2026-03
1057,13,20 de Julio,cafeterias,alimentos,86,2026-03
1058,13,20 de Julio,restaurantes,alimentos,15,2026-03
1059,13,20 de Julio,tiendas,retail,31,2026-03
1060,13,20 de Julio,supermercados,retail,21,2026-03
1061,13,20 de Julio,charcuterias,alimentos,80,2026-03
1062,13,20 de Julio,licoreras,retail,76,2026-03
1063,13,20 de Julio,veterinarias,servicios,44,2026-03
1064,13,20 de Julio,peluquerias,servicios,47,2026-03
1065,13,20 de Julio,droguerias,servicios,76,2026-03
1066,13,20 de Julio,cacharrerias,retail,15,2026-03
1067,13,20 de Julio,panaderias,alimentos,20,2026-03
1068,13,20 de Julio,ferreterias,retail,68,2026-03
1069,14,El Poblado,cafeterias,alimentos,34,2026-03
1070,14,El Poblado,restaurantes,alimentos,75,2026-03
1071,14,El Poblado,tiendas,retail,92,2026-03
1072,14,El Poblado,supermercados,retail,48,2026-03
1073,14,El Poblado,charcuterias,alimentos,25,2026-03
1074,14,El Poblado,licoreras,retail,104,2026-03
1075,14,El Poblado,veterinarias,servicios,13,2026-03
1076,14,El Poblado,peluquerias,servicios,84,2026-03
1077,14,El Poblado,droguerias,servicios,29,2026-03
1078,14,El Poblado,cacharrerias,retail,99,2026-03
1079,14,El Poblado,panaderias,alimentos,22,2026-03
1080,14,El Poblado,ferreterias,retail,71,2026-03
1081,14,Provenza,cafeterias,alimentos,87,2026-03
1082,14,Provenza,restaurantes,alimentos,44,2026-03
1083,14,Provenza,tiendas,retail,47,2026-03
1084,14,Provenza,supermercados,retail,107,2026-03
1085,14,Provenza,charcuterias,alimentos,16,2026-03
1086,14,Provenza,licoreras,retail,108,2026-03
1087,14,Provenza,veterinarias,servicios,86,2026-03
1088,14,Provenza,peluquerias,servicios,120,2026-03
1089,14,Provenza,droguerias,servicios,45,2026-03
1090,14,Provenza,cacharrerias,retail,86,2026-03
1091,14,Provenza,panaderias,alimentos,7,2026-03
1092,14,Provenza,ferreterias,retail,68,2026-03
1093,14,Manila,cafeterias,alimentos,66,2026-03
1094,14,Manila,restaurantes,alimentos,55,2026-03
1095,14,Manila,tiendas,retail,58,2026-03
1096,14,Manila,supermercados,retail,16,2026-03
1097,14,Manila,charcuterias,alimentos,92,2026-03
1098,14,Manila,licoreras,retail,107,2026-03
1099,14,Manila,veterinarias,servicios,64,2026-03
1100,14,Manila,peluquerias,servicios,118,2026-03
1101,14,Manila,droguerias,servicios,71,2026-03
1102,14,Manila,cacharrerias,retail,24,2026-03
1103,14,Manila,panaderias,alimentos,13,2026-03
1104,14,Manila,ferreterias,retail,80,2026-03
1105,15,Guayabal,cafeterias,alimentos,90,2026-03
1106,15,Guayabal,restaurantes,alimentos,20,2026-03
1107,15,Guayabal,tiendas,retail,112,2026-03
1108,15,Guayabal,supermercados,retail,68,2026-03
1109,15,Guayabal,charcuterias,alimentos,82,2026-03
1110,15,Guayabal,licoreras,retail,12,2026-03
1111,15,Guayabal,veterinarias,servicios,49,2026-03
1112,15,Guayabal,peluquerias,servicios,85,2026-03
1113,15,Guayabal,droguerias,servicios,16,2026-03
1114,15,Guayabal,cacharrerias,retail,29,2026-03
1115,15,Guayabal,panaderias,alimentos,65,2026-03
1116,15,Guayabal,ferreterias,retail,116,2026-03
1117,15,Trinidad,cafeterias,alimentos,104,2026-03
1118,15,Trinidad,restaurantes,alimentos,84,2026-03
1119,15,Trinidad,tiendas,retail,30,2026-03
1120,15,Trinidad,supermercados,retail,15,2026-03
1121,15,Trinidad,charcuterias,alimentos,108,2026-03
1122,15,Trinidad,licoreras,retail,80,2026-03
1123,15,Trinidad,veterinarias,servicios,56,2026-03
1124,15,Trinidad,peluquerias,servicios,32,2026-03
1125,15,Trinidad,droguerias,servicios,26,2026-03
1126,15,Trinidad,cacharrerias,retail,67,2026-03
1127,15,Trinidad,panaderias,alimentos,118,2026-03
1128,15,Trinidad,ferreterias,retail,24,2026-03
1129,15,Cristo Rey,cafeterias,alimentos,35,2026-03
1130,15,Cristo Rey,restaurantes,alimentos,104,2026-03
1131,15,Cristo Rey,tiendas,retail,64,2026-03
1132,15,Cristo Rey,supermercados,retail,48,2026-03
1133,15,Cristo Rey,charcuterias,alimentos,67,2026-03
1134,15,Cristo Rey,licoreras,retail,24,2026-03
1135,15,Cristo Rey,veterinarias,servicios,5,2026-03
1136,15,Cristo Rey,peluquerias,servicios,75,2026-03
1137,15,Cristo Rey,droguerias,servicios,55,2026-03
1138,15,Cristo Rey,cacharrerias,retail,115,2026-03
1139,15,Cristo Rey,panaderias,alimentos,73,2026-03
1140,15,Cristo Rey,ferreterias,retail,36,2026-03
1141,16,Belen,cafeterias,alimentos,47,2026-03
1142,16,Belen,restaurantes,alimentos,101,2026-03
1143,16,Belen,tiendas,retail,83,2026-03
1144,16,Belen,supermercados,retail,27,2026-03
1145,16,Belen,charcuterias,alimentos,15,2026-03
1146,16,Belen,licoreras,retail,17,2026-03
1147,16,Belen,veterinarias,servicios,10,2026-03
1148,16,Belen,peluquerias,servicios,17,2026-03
1149,16,Belen,droguerias,servicios,103,2026-03
1150,16,Belen,cacharrerias,retail,80,2026-03
1151,16,Belen,panaderias,alimentos,75,2026-03
1152,16,Belen,ferreterias,retail,16,2026-03
1153,16,Belen Rincon,cafeterias,alimentos,87,2026-03
1154,16,Belen Rincon,restaurantes,alimentos,77,2026-03
1155,16,Belen Rincon,tiendas,retail,42,2026-03
1156,16,Belen Rincon,supermercados,retail,79,2026-03
1157,16,Belen Rincon,charcuterias,alimentos,86,2026-03
1158,16,Belen Rincon,licoreras,retail,98,2026-03
1159,16,Belen Rincon,veterinarias,servicios,11,2026-03
1160,16,Belen Rincon,peluquerias,servicios,86,2026-03
1161,16,Belen Rincon,droguerias,servicios,89,2026-03
1162,16,Belen Rincon,cacharrerias,retail,114,2026-03
1163,16,Belen Rincon,panaderias,alimentos,72,2026-03
1164,16,Belen Rincon,ferreterias,retail,82,2026-03
1165,16,Loma de los Bernal,cafeterias,alimentos,100,2026-03
1166,16,Loma de los Bernal,restaurantes,alimentos,87,2026-03
1167,16,Loma de los Bernal,tiendas,retail,57,2026-03
1168,16,Loma de los Bernal,supermercados,retail,5,2026-03
1169,16,Loma de los Bernal,charcuterias,alimentos,94,2026-03
1170,16,Loma de los Bernal,licoreras,retail,76,2026-03
1171,16,Loma de los Bernal,veterinarias,servicios,22,2026-03
1172,16,Loma de los Bernal,peluquerias,servicios,114,2026-03
1173,16,Loma de los Bernal,droguerias,servicios,73,2026-03
1174,16,Loma de los Bernal,cacharrerias,retail,120,2026-03
1175,16,Loma de los Bernal,panaderias,alimentos,24,2026-03
1176,16,Loma de los Bernal,ferreterias,retail,99,2026-03
1177,1,Popular,cafeterias,alimentos,92,2026-03
1178,1,Popular,restaurantes,alimentos,83,2026-03
1179,1,Popular,tiendas,retail,41,2026-03
1180,1,Popular,supermercados,retail,70,2026-03
1181,1,Popular,charcuterias,alimentos,90,2026-03
1182,1,Popular,licoreras,retail,77,2026-03
1183,1,Popular,veterinarias,servicios,52,2026-03
1184,1,Popular,peluquerias,servicios,30,2026-03
1185,1,Popular,droguerias,servicios,101,2026-03
1186,1,Popular,cacharrerias,retail,36,2026-03
1187,1,Popular,panaderias,alimentos,101,2026-03
1188,1,Popular,ferreterias,retail,52,2026-03
1189,1,Santo Domingo Savio,cafeterias,alimentos,79,2026-03
1190,1,Santo Domingo Savio,restaurantes,alimentos,82,2026-03
1191,1,Santo Domingo Savio,tiendas,retail,102,2026-03
1192,1,Santo Domingo Savio,supermercados,retail,76,2026-03
1193,1,Santo Domingo Savio,charcuterias,alimentos,105,2026-03
1194,1,Santo Domingo Savio,licoreras,retail,87,2026-03
1195,1,Santo Domingo Savio,veterinarias,servicios,67,2026-03
1196,1,Santo Domingo Savio,peluquerias,servicios,104,2026-03
1197,1,Santo Domingo Savio,droguerias,servicios,47,2026-03
1198,1,Santo Domingo Savio,cacharrerias,retail,61,2026-03
1199,1,Santo Domingo Savio,panaderias,alimentos,92,2026-03
1200,1,Santo Domingo Savio,ferreterias,retail,110,2026-03
1201,1,Granizal,cafeterias,alimentos,79,2026-03
1202,1,Granizal,restaurantes,alimentos,85,2026-03
1203,1,Granizal,tiendas,retail,96,2026-03
1204,1,Granizal,supermercados,retail,35,2026-03
1205,1,Granizal,charcuterias,alimentos,101,2026-03
1206,1,Granizal,licoreras,retail,13,2026-03
1207,1,Granizal,veterinarias,servicios,100,2026-03
1208,1,Granizal,peluquerias,servicios,30,2026-03
1209,1,Granizal,droguerias,servicios,55,2026-03
1210,1,Granizal,cacharrerias,retail,115,2026-03
1211,1,Granizal,panaderias,alimentos,60,2026-03
1212,1,Granizal,ferreterias,retail,61,2026-03
1213,2,Santa Cruz,cafeterias,alimentos,85,2026-03
1214,2,Santa Cruz,restaurantes,alimentos,23,2026-03
1215,2,Santa Cruz,tiendas,retail,11,2026-03
1216,2,Santa Cruz,supermercados,retail,64,2026-03
1217,2,Santa Cruz,charcuterias,alimentos,102,2026-03
1218,2,Santa Cruz,licoreras,retail,26,2026-03
1219,2,Santa Cruz,veterinarias,servicios,44,2026-03
1220,2,Santa Cruz,peluquerias,servicios,72,2026-03
1221,2,Santa Cruz,droguerias,servicios,116,2026-03
1222,2,Santa Cruz,cacharrerias,retail,85,2026-03
1223,2,Santa Cruz,panaderias,alimentos,102,2026-03
1224,2,Santa Cruz,ferreterias,retail,39,2026-03
1225,2,La Rosa,cafeterias,alimentos,107,2026-03
1226,2,La Rosa,restaurantes,alimentos,93,2026-03
1227,2,La Rosa,tiendas,retail,117,2026-03
1228,2,La Rosa,supermercados,retail,25,2026-03
1229,2,La Rosa,charcuterias,alimentos,50,2026-03
1230,2,La Rosa,licoreras,retail,19,2026-03
1231,2,La Rosa,veterinarias,servicios,69,2026-03
1232,2,La Rosa,peluquerias,servicios,9,2026-03
1233,2,La Rosa,droguerias,servicios,94,2026-03
1234,2,La Rosa,cacharrerias,retail,25,2026-03
1235,2,La Rosa,panaderias,alimentos,25,2026-03
1236,2,La Rosa,ferreterias,retail,89,2026-03
1237,2,Andalucia,cafeterias,alimentos,83,2026-03
1238,2,Andalucia,restaurantes,alimentos,17,2026-03
1239,2,Andalucia,tiendas,retail,49,2026-03
1240,2,Andalucia,supermercados,retail,34,2026-03
1241,2,Andalucia,charcuterias,alimentos,57,2026-03
1242,2,Andalucia,licoreras,retail,97,2026-03
1243,2,Andalucia,veterinarias,servicios,6,2026-03
1244,2,Andalucia,peluquerias,servicios,92,2026-03
1245,2,Andalucia,droguerias,servicios,17,2026-03
1246,2,Andalucia,cacharrerias,retail,119,2026-03
1247,2,Andalucia,panaderias,alimentos,102,2026-03
1248,2,Andalucia,ferreterias,retail,59,2026-03
1249,3,Manrique Central,cafeterias,alimentos,60,2026-03
1250,3,Manrique Central,restaurantes,alimentos,24,2026-03
1251,3,Manrique Central,tiendas,retail,112,2026-03
1252,3,Manrique Central,supermercados,retail,94,2026-03
1253,3,Manrique Central,charcuterias,alimentos,52,2026-03
1254,3,Manrique Central,licoreras,retail,63,2026-03
1255,3,Manrique Central,veterinarias,servicios,46,2026-03
1256,3,Manrique Central,peluquerias,servicios,14,2026-03
1257,3,Manrique Central,droguerias,servicios,107,2026-03
1258,3,Manrique Central,cacharrerias,retail,20,2026-03
1259,3,Manrique Central,panaderias,alimentos,35,2026-03
1260,3,Manrique Central,ferreterias,retail,48,2026-03
1261,3,Santa Ines,cafeterias,alimentos,21,2026-03
1262,3,Santa Ines,restaurantes,alimentos,80,2026-03
1263,3,Santa Ines,tiendas,retail,76,2026-03
1264,3,Santa Ines,supermercados,retail,46,2026-03
1265,3,Santa Ines,charcuterias,alimentos,85,2026-03
1266,3,Santa Ines,licoreras,retail,74,2026-03
1267,3,Santa Ines,veterinarias,servicios,37,2026-03
1268,3,Santa Ines,peluquerias,servicios,87,2026-03
1269,3,Santa Ines,droguerias,servicios,69,2026-03
1270,3,Santa Ines,cacharrerias,retail,32,2026-03
1271,3,Santa Ines,panaderias,alimentos,95,2026-03
1272,3,Santa Ines,ferreterias,retail,70,2026-03
1273,3,El Raizal,cafeterias,alimentos,40,2026-03
1274,3,El Raizal,restaurantes,alimentos,48,2026-03
1275,3,El Raizal,tiendas,retail,103,2026-03
1276,3,El Raizal,supermercados,retail,23,2026-03
1277,3,El Raizal,charcuterias,alimentos,101,2026-03
1278,3,El Raizal,licoreras,retail,113,2026-03
1279,3,El Raizal,veterinarias,servicios,117,2026-03
1280,3,El Raizal,peluquerias,servicios,81,2026-03
1281,3,El Raizal,droguerias,servicios,40,2026-03
1282,3,El Raizal,cacharrerias,retail,66,2026-03
1283,3,El Raizal,panaderias,alimentos,25,2026-03
1284,3,El Raizal,ferreterias,retail,31,2026-03
1285,3,Zamora,cafeterias,alimentos,9,2026-03
1286,3,Zamora,restaurantes,alimentos,93,2026-03
1287,3,Zamora,tiendas,retail,30,2026-03
1288,3,Zamora,supermercados,retail,107,2026-03
1289,3,Zamora,charcuterias,alimentos,83,2026-03
1290,3,Zamora,licoreras,retail,109,2026-03
1291,3,Zamora,veterinarias,servicios,40,2026-03
1292,3,Zamora,peluquerias,servicios,61,2026-03
1293,3,Zamora,droguerias,servicios,75,2026-03
1294,3,Zamora,cacharrerias,retail,60,2026-03
1295,3,Zamora,panaderias,alimentos,81,2026-03
1296,3,Zamora,ferreterias,retail,11,2026-03
1297,4,Aranjuez,cafeterias,alimentos,79,2026-03
1298,4,Aranjuez,restaurantes,alimentos,5,2026-03
1299,4,Aranjuez,tiendas,retail,112,2026-03
1300,4,Aranjuez,supermercados,retail,57,2026-03
1301,4,Aranjuez,charcuterias,alimentos,116,2026-03
1302,4,Aranjuez,licoreras,retail,54,2026-03
1303,4,Aranjuez,veterinarias,servicios,87,2026-03
1304,4,Aranjuez,peluquerias,servicios,109,2026-03
1305,4,Aranjuez,droguerias,servicios,107,2026-03
1306,4,Aranjuez,cacharrerias,retail,77,2026-03
1307,4,Aranjuez,panaderias,alimentos,102,2026-03
1308,4,Aranjuez,ferreterias,retail,28,2026-03
1309,4,Berlin,cafeterias,alimentos,40,2026-03
1310,4,Berlin,restaurantes,alimentos,40,2026-03
1311,4,Berlin,tiendas,retail,52,2026-03
1312,4,Berlin,supermercados,retail,54,2026-03
1313,4,Berlin,charcuterias,alimentos,43,2026-03
1314,4,Berlin,licoreras,retail,20,2026-03
1315,4,Berlin,veterinarias,servicios,77,2026-03
1316,4,Berlin,peluquerias,servicios,81,2026-03
1317,4,Berlin,droguerias,servicios,92,2026-03
1318,4,Berlin,cacharrerias,retail,11,2026-03
1319,4,Berlin,panaderias,alimentos,49,2026-03
1320,4,Berlin,ferreterias,retail,5,2026-03
1321,4,Moravia,cafeterias,alimentos,72,2026-03
1322,4,Moravia,restaurantes,alimentos,77,2026-03
1323,4,Moravia,tiendas,retail,65,2026-03
1324,4,Moravia,supermercados,retail,108,2026-03
1325,4,Moravia,charcuterias,alimentos,5,2026-03
1326,4,Moravia,licoreras,retail,67,2026-03
1327,4,Moravia,veterinarias,servicios,117,2026-03
1328,4,Moravia,peluquerias,servicios,103,2026-03
1329,4,Moravia,droguerias,servicios,21,2026-03
1330,4,Moravia,cacharrerias,retail,106,2026-03
1331,4,Moravia,panaderias,alimentos,66,2026-03
1332,4,Moravia,ferreterias,retail,33,2026-03
1333,5,Castilla,cafeterias,alimentos,77,2026-03
1334,5,Castilla,restaurantes,alimentos,75,2026-03
1335,5,Castilla,tiendas,retail,28,2026-03
1336,5,Castilla,supermercados,retail,102,2026-03
1337,5,Castilla,charcuterias,alimentos,65,2026-03
1338,5,Castilla,licoreras,retail,29,2026-03
1339,5,Castilla,veterinarias,servicios,12,2026-03
1340,5,Castilla,peluquerias,servicios,72,2026-03
1341,5,Castilla,droguerias,servicios,36,2026-03
1342,5,Castilla,cacharrerias,retail,104,2026-03
1343,5,Castilla,panaderias,alimentos,23,2026-03
1344,5,Castilla,ferreterias,retail,88,2026-03
1345,5,Toscana,cafeterias,alimentos,10,2026-03
1346,5,Toscana,restaurantes,alimentos,28,2026-03
1347,5,Toscana,tiendas,retail,27,2026-03
1348,5,Toscana,supermercados,retail,35,2026-03
1349,5,Toscana,charcuterias,alimentos,113,2026-03
1350,5,Toscana,licoreras,retail,39,2026-03
1351,5,Toscana,veterinarias,servicios,95,2026-03
1352,5,Toscana,peluquerias,servicios,5,2026-03
1353,5,Toscana,droguerias,servicios,29,2026-03
1354,5,Toscana,cacharrerias,retail,34,2026-03
1355,5,Toscana,panaderias,alimentos,77,2026-03
1356,5,Toscana,ferreterias,retail,104,2026-03
1357,5,Boyaca,cafeterias,alimentos,103,2026-03
1358,5,Boyaca,restaurantes,alimentos,48,2026-03
1359,5,Boyaca,tiendas,retail,90,2026-03
1360,5,Boyaca,supermercados,retail,93,2026-03
1361,5,Boyaca,charcuterias,alimentos,59,2026-03
1362,5,Boyaca,licoreras,retail,101,2026-03
1363,5,Boyaca,veterinarias,servicios,25,2026-03
1364,5,Boyaca,peluquerias,servicios,10,2026-03
1365,5,Boyaca,droguerias,servicios,50,2026-03
1366,5,Boyaca,cacharrerias,retail,89,2026-03
1367,5,Boyaca,panaderias,alimentos,29,2026-03
1368,5,Boyaca,ferreterias,retail,104,2026-03
1369,6,Doce de Octubre,cafeterias,alimentos,78,2026-03
1370,6,Doce de Octubre,restaurantes,alimentos,78,2026-03
1371,6,Doce de Octubre,tiendas,retail,38,2026-03
1372,6,Doce de Octubre,supermercados,retail,74,2026-03
1373,6,Doce de Octubre,charcuterias,alimentos,99,2026-03
1374,6,Doce de Octubre,licoreras,retail,25,2026-03
1375,6,Doce de Octubre,veterinarias,servicios,87,2026-03
1376,6,Doce de Octubre,peluquerias,servicios,46,2026-03
1377,6,Doce de Octubre,droguerias,servicios,103,2026-03
1378,6,Doce de Octubre,cacharrerias,retail,35,2026-03
1379,6,Doce de Octubre,panaderias,alimentos,96,2026-03
1380,6,Doce de Octubre,ferreterias,retail,109,2026-03
1381,6,Pedregal,cafeterias,alimentos,18,2026-03
1382,6,Pedregal,restaurantes,alimentos,59,2026-03
1383,6,Pedregal,tiendas,retail,27,2026-03
1384,6,Pedregal,supermercados,retail,7,2026-03
1385,6,Pedregal,charcuterias,alimentos,88,2026-03
1386,6,Pedregal,licoreras,retail,45,2026-03
1387,6,Pedregal,veterinarias,servicios,27,2026-03
1388,6,Pedregal,peluquerias,servicios,6,2026-03
1389,6,Pedregal,droguerias,servicios,117,2026-03
1390,6,Pedregal,cacharrerias,retail,107,2026-03
1391,6,Pedregal,panaderias,alimentos,8,2026-03
1392,6,Pedregal,ferreterias,retail,91,2026-03
1393,6,Santander,cafeterias,alimentos,104,2026-03
1394,6,Santander,restaurantes,alimentos,37,2026-03
1395,6,Santander,tiendas,retail,120,2026-03
1396,6,Santander,supermercados,retail,71,2026-03
1397,6,Santander,charcuterias,alimentos,83,2026-03
1398,6,Santander,licoreras,retail,27,2026-03
1399,6,Santander,veterinarias,servicios,31,2026-03
1400,6,Santander,peluquerias,servicios,103,2026-03
1401,6,Santander,droguerias,servicios,69,2026-03
1402,6,Santander,cacharrerias,retail,69,2026-03
1403,6,Santander,panaderias,alimentos,37,2026-03
1404,6,Santander,ferreterias,retail,80,2026-03
1405,7,Robledo,cafeterias,alimentos,103,2026-03
1406,7,Robledo,restaurantes,alimentos,9,2026-03
1407,7,Robledo,tiendas,retail,14,2026-03
1408,7,Robledo,supermercados,retail,37,2026-03
1409,7,Robledo,charcuterias,alimentos,100,2026-03
1410,7,Robledo,licoreras,retail,120,2026-03
1411,7,Robledo,veterinarias,servicios,93,2026-03
1412,7,Robledo,peluquerias,servicios,72,2026-03
1413,7,Robledo,droguerias,servicios,39,2026-03
1414,7,Robledo,cacharrerias,retail,25,2026-03
1415,7,Robledo,panaderias,alimentos,96,2026-03
1416,7,Robledo,ferreterias,retail,12,2026-03
1417,7,Villa Flora,cafeterias,alimentos,66,2026-03
1418,7,Villa Flora,restaurantes,alimentos,20,2026-03
1419,7,Villa Flora,tiendas,retail,5,2026-03
1420,7,Villa Flora,supermercados,retail,26,2026-03
1421,7,Villa Flora,charcuterias,alimentos,11,2026-03
1422,7,Villa Flora,licoreras,retail,88,2026-03
1423,7,Villa Flora,veterinarias,servicios,78,2026-03
1424,7,Villa Flora,peluquerias,servicios,39,2026-03
1425,7,Villa Flora,droguerias,servicios,36,2026-03
1426,7,Villa Flora,cacharrerias,retail,117,2026-03
1427,7,Villa Flora,panaderias,alimentos,102,2026-03
1428,7,Villa Flora,ferreterias,retail,5,2026-03
1429,7,Altamira,cafeterias,alimentos,28,2026-03
1430,7,Altamira,restaurantes,alimentos,53,2026-03
1431,7,Altamira,tiendas,retail,56,2026-03
1432,7,Altamira,supermercados,retail,85,2026-03
1433,7,Altamira,charcuterias,alimentos,111,2026-03
1434,7,Altamira,licoreras,retail,109,2026-03
1435,7,Altamira,veterinarias,servicios,68,2026-03
1436,7,Altamira,peluquerias,servicios,43,2026-03
1437,7,Altamira,droguerias,servicios,87,2026-03
1438,7,Altamira,cacharrerias,retail,45,2026-03
1439,7,Altamira,panaderias,alimentos,116,2026-03
1440,7,Altamira,ferreterias,retail,8,2026-03
1441,8,Villa Hermosa,cafeterias,alimentos,118,2026-03
1442,8,Villa Hermosa,restaurantes,alimentos,49,2026-03
1443,8,Villa Hermosa,tiendas,retail,57,2026-03
1444,8,Villa Hermosa,supermercados,retail,91,2026-03
1445,8,Villa Hermosa,charcuterias,alimentos,89,2026-03
1446,8,Villa Hermosa,licoreras,retail,99,2026-03
1447,8,Villa Hermosa,veterinarias,servicios,20,2026-03
1448,8,Villa Hermosa,peluquerias,servicios,81,2026-03
1449,8,Villa Hermosa,droguerias,servicios,56,2026-03
1450,8,Villa Hermosa,cacharrerias,retail,40,2026-03
1451,8,Villa Hermosa,panaderias,alimentos,77,2026-03
1452,8,Villa Hermosa,ferreterias,retail,14,2026-03
1453,8,La Mansión,cafeterias,alimentos,106,2026-03
1454,8,La Mansión,restaurantes,alimentos,9,2026-03
1455,8,La Mansión,tiendas,retail,12,2026-03
1456,8,La Mansión,supermercados,retail,94,2026-03
1457,8,La Mansión,charcuterias,alimentos,67,2026-03
1458,8,La Mansión,licoreras,retail,89,2026-03
1459,8,La Mansión,veterinarias,servicios,42,2026-03
1460,8,La Mansión,peluquerias,servicios,76,2026-03
1461,8,La Mansión,droguerias,servicios,35,2026-03
1462,8,La Mansión,cacharrerias,retail,116,2026-03
1463,8,La Mansión,panaderias,alimentos,82,2026-03
1464,8,La Mansión,ferreterias,retail,100,2026-03
1465,8,San Miguel,cafeterias,alimentos,17,2026-03
1466,8,San Miguel,restaurantes,alimentos,101,2026-03
1467,8,San Miguel,tiendas,retail,25,2026-03
1468,8,San Miguel,supermercados,retail,10,2026-03
1469,8,San Miguel,charcuterias,alimentos,32,2026-03
1470,8,San Miguel,licoreras,retail,99,2026-03
1471,8,San Miguel,veterinarias,servicios,49,2026-03
1472,8,San Miguel,peluquerias,servicios,72,2026-03
1473,8,San Miguel,droguerias,servicios,91,2026-03
1474,8,San Miguel,cacharrerias,retail,15,2026-03
1475,8,San Miguel,panaderias,alimentos,53,2026-03
1476,8,San Miguel,ferreterias,retail,81,2026-03
1477,9,Buenos Aires,cafeterias,alimentos,75,2026-03
1478,9,Buenos Aires,restaurantes,alimentos,63,2026-03
1479,9,Buenos Aires,tiendas,retail,110,2026-03
1480,9,Buenos Aires,supermercados,retail,64,2026-03
1481,9,Buenos Aires,charcuterias,alimentos,120,2026-03
1482,9,Buenos Aires,licoreras,retail,54,2026-03
1483,9,Buenos Aires,veterinarias,servicios,102,2026-03
1484,9,Buenos Aires,peluquerias,servicios,54,2026-03
1485,9,Buenos Aires,droguerias,servicios,46,2026-03
1486,9,Buenos Aires,cacharrerias,retail,104,2026-03
1487,9,Buenos Aires,panaderias,alimentos,99,2026-03
1488,9,Buenos Aires,ferreterias,retail,71,2026-03
1489,9,Miraflores,cafeterias,alimentos,30,2026-03
1490,9,Miraflores,restaurantes,alimentos,64,2026-03
1491,9,Miraflores,tiendas,retail,94,2026-03
1492,9,Miraflores,supermercados,retail,59,2026-03
1493,9,Miraflores,charcuterias,alimentos,47,2026-03
1494,9,Miraflores,licoreras,retail,54,2026-03
1495,9,Miraflores,veterinarias,servicios,9,2026-03
1496,9,Miraflores,peluquerias,servicios,116,2026-03
1497,9,Miraflores,droguerias,servicios,79,2026-03
1498,9,Miraflores,cacharrerias,retail,29,2026-03
1499,9,Miraflores,panaderias,alimentos,113,2026-03
1500,9,Miraflores,ferreterias,retail,93,2026-03
1501,9,Cataluña,cafeterias,alimentos,29,2026-03
1502,9,Cataluña,restaurantes,alimentos,101,2026-03
1503,9,Cataluña,tiendas,retail,99,2026-03
1504,9,Cataluña,supermercados,retail,105,2026-03
1505,9,Cataluña,charcuterias,alimentos,74,2026-03
1506,9,Cataluña,licoreras,retail,7,2026-03
1507,9,Cataluña,veterinarias,servicios,13,2026-03
1508,9,Cataluña,peluquerias,servicios,112,2026-03
1509,9,Cataluña,droguerias,servicios,84,2026-03
1510,9,Cataluña,cacharrerias,retail,108,2026-03
1511,9,Cataluña,panaderias,alimentos,10,2026-03
1512,9,Cataluña,ferreterias,retail,69,2026-03
1513,10,La Candelaria,cafeterias,alimentos,16,2026-03
1514,10,La Candelaria,restaurantes,alimentos,92,2026-03
1515,10,La Candelaria,tiendas,retail,33,2026-03
1516,10,La Candelaria,supermercados,retail,86,2026-03
1517,10,La Candelaria,charcuterias,alimentos,76,2026-03
1518,10,La Candelaria,licoreras,retail,104,2026-03
1519,10,La Candelaria,veterinarias,servicios,117,2026-03
1520,10,La Candelaria,peluquerias,servicios,78,2026-03
1521,10,La Candelaria,droguerias,servicios,18,2026-03
1522,10,La Candelaria,cacharrerias,retail,14,2026-03
1523,10,La Candelaria,panaderias,alimentos,52,2026-03
1524,10,La Candelaria,ferreterias,retail,92,2026-03
1525,10,Boston,cafeterias,alimentos,25,2026-03
1526,10,Boston,restaurantes,alimentos,87,2026-03
1527,10,Boston,tiendas,retail,38,2026-03
1528,10,Boston,supermercados,retail,113,2026-03
1529,10,Boston,charcuterias,alimentos,36,2026-03
1530,10,Boston,licoreras,retail,114,2026-03
1531,10,Boston,veterinarias,servicios,25,2026-03
1532,10,Boston,peluquerias,servicios,108,2026-03
1533,10,Boston,droguerias,servicios,95,2026-03
1534,10,Boston,cacharrerias,retail,68,2026-03
1535,10,Boston,panaderias,alimentos,73,2026-03
1536,10,Boston,ferreterias,retail,41,2026-03
1537,10,Prado,cafeterias,alimentos,98,2026-03
1538,10,Prado,restaurantes,alimentos,97,2026-03
1539,10,Prado,tiendas,retail,38,2026-03
1540,10,Prado,supermercados,retail,12,2026-03
1541,10,Prado,charcuterias,alimentos,106,2026-03
1542,10,Prado,licoreras,retail,111,2026-03
1543,10,Prado,veterinarias,servicios,46,2026-03
1544,10,Prado,peluquerias,servicios,75,2026-03
1545,10,Prado,droguerias,servicios,75,2026-03
1546,10,Prado,cacharrerias,retail,52,2026-03
1547,10,Prado,panaderias,alimentos,26,2026-03
1548,10,Prado,ferreterias,retail,91,2026-03
1549,11,Laureles,cafeterias,alimentos,52,2026-03
